name,primary_muscle,equipment,experience_level,overview,instructions,tips,video_front,video_side,source_url
Dumbbell Offset Squat,"Glutes, Quads, Obliques",Dumbbells,Intermediate,Hold a dumbbell over one shoulder. | Initiate the squat by pushing your hips back. | Avoid doing any twisting. Try to keep your shoulders even.,,,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-offset-squat-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-offset-squat-side.mp4#t=0.1,https://musclewiki.com/dumbbells/male/glutes/dumbbell-offset-squat
Dumbbell Overhead Press,"Shoulders, Triceps, Front Shoulders",Dumbbells,Novice,"Start by standing with your feet shoulder-width apart and holding a dumbbell in each hand. | Bring the dumbbells to your shoulders, with your palms facing forward and your elbows bent. | From this starting position, extend your arms upwards so that the dumbbells are overhead. | Make sure to keep your core engaged and your back straight throughout the movement.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-overhead-press-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-overhead-press-front.mp4#t=0.1,https://musclewiki.com/dumbbells/male/shoulders/dumbbell-overhead-press
Dumbbell Overhead Side Bend,Obliques,Dumbbells,Advanced,"Start by standing with your feet shoulder-width apart and holding a dumbbell overhead. | From this starting position, bend to the side as far as you can while keeping your feet planted and your core engaged.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-overhead-side-bend-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-overhead-side-bend-side.mp4#t=0.1,https://musclewiki.com/dumbbells/male/obliques/dumbbell-overhead-side-bend
Dumbbell Overhead Tricep Extension,Triceps,Dumbbells,Beginner,Hold a dumbbell overhead. | Flex at the elbows until the dumbbell is behind your head. | Then extend your elbows until the dumbbell is back in the starting position.,,,https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-overhead-tricep-extension-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-overhead-tricep-extension-front.mp4#t=0.1,https://musclewiki.com/dumbbells/male/triceps/dumbbell-overhead-tricep-extension
Dumbbell Pendlay Row,"Biceps, Lats",Dumbbells,Intermediate,The dumbbells should be placed on the floor. | Hinge forward with a flat back and grab the dumbbells. | Pull both dumbbells back and your elbows toward the ceiling. | Return the dumbbells back to the floor softly on each rep.,,,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-pendlay-row-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-pendlay-row-side.mp4#t=0.1,https://musclewiki.com/dumbbells/male/biceps/dumbbell-pendlay-row
Dumbbell Push Press,"Shoulders, Triceps, Front Shoulders",Dumbbells,Intermediate,"Start by standing with your feet shoulder-width apart and holding a dumbbell in each hand. | From this starting position, dip your knees slightly and then quickly extend them as you press the dumbbells upwards. | Make sure to keep your core engaged and your back straight throughout the movement. | Slowly lower the dumbbells back down to the starting position, and repeat for the desired number of repetitions.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-push-press-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-push-press-front.mp4#t=0.1,https://musclewiki.com/dumbbells/male/shoulders/dumbbell-push-press
Dumbbell Renegade Row,Abdominals,Dumbbells,Intermediate,"Start by getting into a plank position with a dumbbell in each hand. Your feet should be shoulder-width apart and your hands should be placed on the dumbbells, with your palms facing each other. | From this starting position, row one dumbbell up towards your chest, keeping your elbow close to your body and your core engaged. | Slowly lower the dumbbell back down to the starting position, and repeat on the other side. | Make sure to keep your body straight and your hips level throughout the movement.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-renegade-row-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-renegade-row-side.mp4#t=0.1,https://musclewiki.com/dumbbells/male/abdominals/dumbbell-renegade-row
Dumbbell Seated Calf Raise,Calves,Dumbbells,Novice,"Start by sitting on a bench with your feet shoulder-width apart and a dumbbell in each hand placed on each leg. | From this starting position, raise your heels as high as you can by pushing up through your toes. | Slowly lower your heels back down to the starting position, and repeat for the desired number of repetitions.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-seated-calf-raise-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-seated-calf-raise-front.mp4#t=0.1,https://musclewiki.com/dumbbells/male/calves/dumbbell-seated-calf-raise
Dumbbell Shoulder Extension,Lats,Dumbbells,Intermediate,"Start by hinging over with your feet shoulder-width apart and holding a dumbbell in each hand. | Bring the dumbbells to your sides, with your palms facing forward and your elbows slightly bent. | Make sure to keep your core engaged and your back straight throughout the movement.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-shoulder-extension-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-shoulder-extension-side.mp4#t=0.1,https://musclewiki.com/dumbbells/male/lats/dumbbell-shoulder-extension
Dumbbell Side Plank Up Down,Obliques,Dumbbells,Beginner,"Start by lying on your side with your feet stacked on top of each other and a dumbbell on your hip. | Place your bottom elbow on the ground beneath your shoulder and engage your core to raise your hips off the ground. | Your hips will do all the moving. Think, ""hips up, hips down.""",,,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-side-plank-up-down-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-side-plank-up-down-side.mp4#t=0.1,https://musclewiki.com/dumbbells/male/obliques/dumbbell-side-plank-up-down
Dumbbell Silverback Shrug,"Traps (mid-back), Traps",Dumbbells,Beginner,"Stand with your feet shoulder width apart holding dumbbells with both hands in front just past shoulder width. | Bend forward at the hips with a slight bend in your knees, keeping your back straight. | Engage your shoulder blades, as if you are trying to touch them together.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-silverback-shrug-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-silverback-shrug-side.mp4#t=0.1,https://musclewiki.com/dumbbells/male/traps-middle/dumbbell-silverback-shrug
Dumbbell Single Arm Arnold Press,"Shoulders, Triceps, Front Shoulders",Dumbbells,Intermediate,"Start by standing with your feet shoulder-width apart and holding a dumbbell in one hand. | Bring the dumbbell to your shoulder, with your palm facing you and your elbow bent. | From this starting position, extend your arm upwards so that the dumbbell is directly above your head. | As you extend your arm, rotate your palm to face away from your body.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-single-arm-arnold-press-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-single-arm-arnold-press-side.mp4#t=0.1,https://musclewiki.com/dumbbells/male/shoulders/dumbbell-single-arm-arnold-press
Dumbbell Single Arm Neutral Overhead Press,"Shoulders, Triceps, Front Shoulders",Dumbbells,Beginner,"Start by standing with your feet shoulder-width apart and holding a dumbbell in one hand. | Bring the dumbbell to your shoulder, with your palm facing your body and your elbow bent. | From this starting position, press the dumbbell upwards so that it is directly above your shoulder.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-single-arm-neutral-overhead-press-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-single-arm-neutral-overhead-press-side.mp4#t=0.1,https://musclewiki.com/dumbbells/male/shoulders/dumbbell-single-arm-neutral-overhead-press
Dumbbell Single Arm Overhead Press,"Shoulders, Triceps, Front Shoulders",Dumbbells,Beginner,"Start by standing with your feet shoulder-width apart and holding a dumbbell in one hand. | Bring the dumbbell to your shoulder, with your palm facing forward and your elbow bent. | From this starting position, extend your arm upwards so that the dumbbell is overhead. | Make sure to keep your core engaged and your back straight throughout the movement.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-single-arm-overhead-press-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-single-arm-overhead-press-side.mp4#t=0.1,https://musclewiki.com/dumbbells/male/shoulders/dumbbell-single-arm-overhead-press
Dumbbell Single Arm Row,"Biceps, Lats",Dumbbells,Novice,"Start by standing in front of a flat bench with your feet shoulder-width apart and holding a dumbbell in one hand. | Place your other hand on the bench for support, and bend at the waist so that your chest is parallel to the ground. | From this starting position, row the dumbbell up towards your chest, squeezing your shoulder blade together as you do so. | Make sure to keep your elbow close to your body and your core engaged throughout the movement.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-single-arm-row-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-single-arm-row-side.mp4#t=0.1,https://musclewiki.com/dumbbells/male/biceps/dumbbell-single-arm-row
Dumbbell Single Arm Row Knee,"Biceps, Lats",Dumbbells,Novice,"Start by placing your elbow on one knee. | Hold a dumbbell in your other hand, with your palm facing inwards towards your body. | From this starting position, row the dumbbell up towards your chest, keeping your elbow close to your body and your core engaged.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-single-arm-row-knee-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-single-arm-row-knee-side.mp4#t=0.1,https://musclewiki.com/dumbbells/male/biceps/dumbbell-single-arm-row-knee
Dumbbell Single Leg Glute Bridge,Glutes,Dumbbells,Intermediate,"Start by lying on your back with your feet flat on the ground and a dumbbell on your hips. | Lift one leg off the ground and engage your glutes to raise your hips up towards the ceiling. | From this starting position, slowly lower your hips back down to the starting position.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-single-leg-glute-bridge-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-single-leg-glute-bridge-front.mp4#t=0.1,https://musclewiki.com/dumbbells/male/glutes/dumbbell-single-leg-glute-bridge
Dumbbell Single Leg Hip Thrust,Glutes,Dumbbells,Beginner,"Start by lying on a bench with your feet flat on the ground and a dumbbell on your hips. | Lift one leg off the ground and engage your glutes to raise your hips up towards the ceiling. | From this starting position, slowly lower your hips back down to the starting position.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-single-leg-hip-thrust-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-single-leg-hip-thrust-side.mp4#t=0.1,https://musclewiki.com/dumbbells/male/glutes/dumbbell-single-leg-hip-thrust
Dumbbell Single Leg Single Arm Deadlift,"Lower back, Glutes, Hamstrings",Dumbbells,Advanced,"Start by standing on one leg with a dumbbell in one hand. | Slowly bend at the hips and lower the dumbbell towards the ground while extending your free leg behind you. | Keep your core engaged and your back straight as you lower the weight. | Once the dumbbell is close to the ground, push through your heel to return to the starting position.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-single-leg-single-arm-deadlift-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-single-leg-single-arm-deadlift-front.mp4#t=0.1,https://musclewiki.com/dumbbells/male/lowerback/dumbbell-single-leg-single-arm-deadlift
Dumbbell Single Leg Stiff Leg Deadlift,"Lower back, Glutes, Hamstrings",Dumbbells,Intermediate,"Start by standing on one leg with your feet shoulder-width apart and holding two dumbbells. | From this starting position, hinge at the hips to lower the dumbbell towards the ground, keeping your back straight and your core engaged. | Once you feel a stretch in your hamstring, slowly return to the starting position. | Make sure to keep your standing leg slightly bent and avoid rounding your back as you lower the dumbbell.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-single-leg-stiff-leg-deadlift-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-single-leg-stiff-leg-deadlift-front.mp4#t=0.1,https://musclewiki.com/dumbbells/male/lowerback/dumbbell-single-leg-stiff-leg-deadlift
